X,Y,Name,description,ADDRESSBLOCKHOUSENUMBER,LATITUDE,STATUS,CLEANINGSTARTDATE,ADDRESSUNITNUMBER,ADDRESSFLOORNUMBER,NO_OF_FOOD_STALLS,HYPERLINK,REGION,LONGITUDE,INFO_ON_CO_LOCATORS,NO_OF_MARKET_STALLS,AWARDED_DATE,LANDYADDRESSPOINT,CLEANINGENDDATE,PHOTOURL,DESCRIPTION2,NAME2,ADDRESSTYPE,UPGRADING_STATUS,ADDRESSBUILDINGNAME,COMPLETION_DATE,LANDXADDRESSPOINT,ADDRESSSTREETNAME,ADDRESSPOSTALCODE,DESCRIPTION_MYENV,IMPLEMENTATION_DATE,ADDRESS_MYENV,INC_CRC,FMEL_UPD_D
103.721519868629,1.33458935951076,Taman Jurong Market and Food Centre,HUP Rebuilding,3,1.33468103,Existing,TBC,,,123,,West,103.7216187,,57,,35197.91,TBC,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262156147897.jpg,,,I,01/09/2019 to 30/09/2019,,23/3/2005,15557.970000000001,Yung Sheng Road,618499,"Taman Jurong Market and Food Centre is an amalgamation of  3 hawker centres, namely Corporation Drive Market, Yung Sheng Food Centre and Corporation Drive Food Centre. Comprises 123 cooked food stalls and 57 market stalls.",,"3, Yung Sheng Road, Singapore 618499",45EB3EEB52DD7F84,20190903101618
103.842578750107,1.28499102169498,New Market Road Blk 32 (People's Park Food Centre),HUP Standard Upgrading,32,1.28487098,Existing,2/9/2019,,,87,,Central,103.8425903,,0,,29713.3,3/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265168123284.jpg,,,I,Completed,,27/12/2005,29030.58,New Market Road,050032,"Fondly known as People's Park Complex, it is located right in the heart of the bustling Chinatown. It is a favourite haunt for elderly folks to catch up and enjoy a delicious yet affordable meal.  Extremely accessible by bus or MRT. Upgraded in 2005, it has 87 cooked food stalls located on the ground floor. The second and third floors comprise HDB shops selling fabrics, fashion and home wares.",,"Blk 32, New Market Road, Singapore 050032",431889D346C2337A,20190807094420
103.770836740843,1.31436772839327,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),HUP Standard Upgrading,353,1.31433797,Existing,16/9/2019,,,18,,West,103.7707748,,96,,32961.71,19/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267847852167.jpg,,,I,Completed,,25/10/2012,21046.37,Clementi Ave 2,120353,"Built in 1978, the hawker centre has evolved into a focal point for residents to dine and engage in social bonding. Blk 353 Clementi Ave 2 comprises 18 cooked food stalls and 96 market stalls.",,"Blk 353, Clementi Ave 2, Singapore 120353",42176A302C0A5A3C,20190807094420
103.93056047823,1.32473884451035,New Upper Changi Road Blk 208B,New Replacement Centre,208B,1.3246289999999998,Existing,5/9/2019,,,70,,East,103.930477,,0,,34108.62,6/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/bedok-interchange-hawker-centre.jpg,,,I,,,,38822.05,New Upper Changi Road,462208,"Completed in 2014, this new food centre replaces the hawker centre at Blk 207 Upper Changi Road.  Also know as Bedok Interchange Hawker Centre,  it houses more seating areas for diners, more parking lots at the adjacent multi-storey carpark, and high-volume, low-speed cooling fans to provide patrons a more comfortable and cooler dining experience.  The centre also has NETS cashless payment system implemented at food stalls and free wireless internet connection via Wireless@SG for the convenience of patrons.",,"Blk 208B, New Upper Changi Road, Singapore 462208",03BAD66562458D07,20190807094420
103.94113237262,1.32418782817919,New Upper Changi Road Blk 58,HUP Standard Upgrading,58,1.32516551,Existing,16/9/2019,,,48,,East,103.940155,,147,,34047.74,16/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153263293.jpg,,,I,Completed,,16/9/2008,39998.6,New Upper Changi Road,461058,"Comprising a market produce and cooked food section, the hawker centre at Blk 58 New Upper Changi Road was built in 1978 to serve the marketing and dining needs of patrons living in Bedok South. Especially popular during the breakfast and lunch hours.",,"Blk 58, New Upper Changi Road, Singapore 461058",57B994025E9AB4DB,20190807094420
103.885833217727,1.30825156309798,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall),HUP Standard Upgrading,51,1.30827999,Existing,16/9/2019,,,168,,East,103.8858414,,54,,32285.39,19/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153198645.jpg,,,I,Completed,,12/6/2007,33844.39,Old Airport Road,390051,"The renowned Blk 51 Old Airport Road is famed for its excellent yet affordable food. Built in 1973, it consists of 168 cooked food stalls on the ground level and 54 lock-up stalls on the second level. The large number of cooked food stalls serve up an amazing array of cuisines, from local hawker fare to international food. Get thrilled by the gastronomic experience offered by the numerous stalls!",,"Blk 51, Old Airport Road, Singapore 390051",49DC3EB416C63F3A,20190807094420
103.764264410293,1.3037819726711,Clementi West Street 2 Blk 726,HUP Standard Upgrading,726,1.30391705,Existing,16/9/2019,,,60,,West,103.7641754,,135,,31791.21,17/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155262246.jpg,,,I,Completed,,26/11/2009,20314.9,Clementi West Street 2,120726,"Built in 1980, the hawker centre at Blk 726 Clementi West Street 2 consists of 60 cooked food stalls and 135 market stalls. The centre is conveniently located in close proximity to schools, housing estates and shopping complex.",,"Blk 726, Clementi West Street 2, Singapore 120726",3B5F054B3CEFCBF2,20190807094420
103.797875477439,1.29971330531884,Commonwealth Drive Blk 1A/2A/3A (Tanglin Halt Food Centre/Commonwealth Drive Food Centre),HUP Standard Upgrading,1A/2A/3A,1.29955006,Existing,30/9/2019,,,40,,West,103.7980194,,0,,31341.24,30/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/commonwealth.jpg,,,I,Completed,,15/1/2010,24055.5,Commonwealth Drive,141001,"Nestled within the established Tanglin Halt estate, the food centre was originally built in 1981. The three hexagonal blocks retain their unique shape after upgrading in 2009. A total of 40 cooked food stalls is housed within the centre.",,"Blk 1A/ 2A/ 3A, Commonwealth Drive, Singapore 140001/140002/140003",B823DC77F43FBB7F,20190807094420
103.904260878989,1.32033178221424,Eunos Crescent Blk 4A,HUP Standard Upgrading,4A,1.320292,Existing,11/3/2019,,,42,,East,103.9042206,,71,,33621.21,13/3/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267873497497.jpg,,,I,Completed,,30/3/2012,35895.18,Eunos Crescent,402004,The hawker centre at Blk 4A Eunos Crescent is located within close proximity to the Eunos MRT station and bus interchange. Its strategic location coupled with a wide variety of food offerings results in high patronage especially during lunch and dinner hours.,,"Blk 4A, Eunos Crescent, Singapore 402004",E0DC5CBB7CCD382C,20190807094420
103.772489583206,1.37760053528611,Bukit Panjang Hawker Centre,New Centre,2,1.378269,Existing (new),2/9/2019,,,28,,West,103.772432,,45,,39953.67,3/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/bukit-panjang-hawker-centre.jpg,,,,,,2015,21230.49,Bukit Panjang Ring Road,679947,"Bukit Panjang Hawker Centre & Market is one of the 10 new centres announced by the Government. Among the 10 centres, it is the second to start operations, after the Hougang Ci Yuan Hawker Centre. Bukit Panjang Hawker Centre & Market has 28 cooked food stalls, 14 market slab stalls and 14 lock-up stalls located on both floors of the two-storeyed building.  It also has a sundry store on the second floor.",,"2 Bukit Panjang Ring Road, Singapore 679947",2FEB0DCC7D759F84,20190807094420
103.775995008012,1.33937596351523,Bukit Timah Market,HUP Standard Upgrading,51,1.33964503,Existing,9/9/2019,,,84,,West,103.7758026,,95,,35726.98,9/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265176195262.jpg,,,I,Completed,,2/1/2003,21620.5,Upper Bukit Timah Road,588215,"Located along Upper Bukit Timah Road, the two-storey hawker centre was built in 1975 and was upgraded in 2003. A popular hawker centre serving the dining and marketing needs of residents living around Toh Yi Drive. Well-known for the variety of hawker fare, the centre is usually packed with patrons during peak hours. Comprises 84 cooked food stalls and 94 market stalls.",,"51, Upper Bukit Timah Road, Singapore 588215",FD4DDC8CFA22CC72,20190807094420
103.866536130299,1.36422852315868,Chomp Chomp Food Centre,HUP Standard Upgrading,20,1.36422801,Existing,23/9/2019,,,36,,North,103.8665314,,0,,38475,24/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155330191.jpg,,,I,Completed,,31/3/2004,31696.72,Kensington Park Road,557269,"Located in Serangoon Gardens, Chomp Chomp Food Centre is well-known for its vibrant dinner and supper scene. Bustling with diners even till late at night, the 36 cooked food stalls in the small hawker centre serve popular local dishes such as Char Kway Teow, BBQ Chicken Wings, Seafood etc. This Centre attracts food lovers from all over the island.",,"20, Kensington Park Road, Singapore 557269",FD83AAB074B2B7C5,20190807094420
103.802903901116,1.29323622090657,Mei Chin Road Blk 159 (Mei Chin Road Market),HUP Reconfiguration,159,1.29330003,Existing,9/9/2019,,,47,,West,103.8029633,,66,,30625.03,10/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154581891.jpg,,,I,Completed,,8/5/2009,24615.11,Mei Chin Road,140159,"Built in 1970 to serve the Mei Ling estate, the hawker centre at Blk 159 Mei Chin Road was upgraded in 2009 to improve circulation space and ventilation. Comprises 47 cooked food stalls and 66 market stalls.",,"Blk 159, Mei Chin Road, Singapore 140159",58C10BCC84A38B5B,20190807094420
103.791402660553,1.27590752450201,Pasir Panjang Food Centre,HUP Standard Upgrading,121,1.27565897,Existing,23/9/2019,,,45,,West,103.7915573,,0,,28708.93,24/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155813373.jpg,,,I,Completed,,20/5/2002,23335.09,Pasir Panjang Road,118543,"Situated along Pasir Panjang Road and near to industrial estates, the food centre comprises 45 cooked food stalls and serves a variety of hawker fare including BBQ Seafood and Zi Char. Built in 1978.",,"121, Pasir Panjang Road, Singapore 118543",311FCFFE1DEDD9FE,20190807094420
103.818402623449,1.2878581025663,Redhill Lane Blk 79 (Redhill Market),HUP Reconfiguration,79,1.28790999,Existing,2/9/2019,,,0,,West,103.8183975,,122,,30030.33,3/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153664347.jpg,,,I,Completed,,28/6/2005,26339.98,Redhill Lane,150079,"Built in 1969, the standalone market offers a variety of fresh market produce to serve the needs of Redhill residents. The centre was upgraded in 2005 and comprises 122 market stalls.  Within walking distance from Redhill MRT.",,"Blk 79, Redhill Lane, Singapore 150079",ECAC58C77B50FD8F,20190807094420
103.818338919994,1.28733076703987,Redhill Lane Blk 85 (Redhill Food Centre),HUP Reconfiguration,85,1.28740001,Existing,2/9/2019,,,96,,West,103.8183975,,0,,29972.02,3/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153717849.jpg,,,I,Completed,,17/6/2005,26332.89,Redhill Lane,150085,"Build in 1972 to complement the market next door, Blk 85 Redhill Lane is a standalone food centre comprising 96 cooked food stalls. A good variety of food can be found within the hawker centre.  Within walking distance from Redhill MRT.",,"Blk 85, Redhill Lane, Singapore 150085",1D515CA53F059935,20190807094420
103.866737484646,1.3631571201113,Serangoon Garden Market,HUP Rebuilding,49A,1.3635400500000001,Existing,16/9/2019,,,46,,North,103.8669815,,36,,38356.53,16/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262156095817.jpg,,,I,Completed,,26/9/2002,31719.13,Serangoon Garden Way,555945,"Within walking distance from the famous Chomp Chomp Food Centre, the spacious Serangoon Garden Market is an alternative food paradise where residents satisfy their palates.  Equipped also with a market produce section, patrons can discover true gems within the centre.  Take a look around and you can't miss those stalls that are highly rated by food gurus!",,"49A, Serangoon Garden Way, Singapore 555945",F3EA4B58612AB074,20190807094420
103.837031803823,1.35200744198417,Shunfu Road Blk 320 (Shunfu Mart),Not eligible for HUP,320,1.35181999,Existing,16/9/2019,,,31,,North,103.8370285,,51,,37123.63,16/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1259901832200.jpg,,,I,Completed,,,28413.24,Shunfu Road,570320,"Built in 2000, the hawker centre at Blk 320 Shunfu Road is the last hawker centre to be built. Also known as Shunfu Mart, the centre houses 31 cooked food stalls and 51 market stalls.",,"Blk 320, Shunfu Road, Singapore 570320",93EF400527A74B0C,20190807094420
103.870004415152,1.32146226027018,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),Opted out of HUP,69,1.32152998,Existing,16/9/2019,,,84,,East,103.8700714,,127,,33746.13,17/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/blk-69-geylang-bahru.jpg,,,I,Completed,,,32082.77,Geylang Bahru,330069,"Located near amenities such as swimming pool, industrial parks, commercial shops and residential estates, Blk 69 Geylang Bahru is a focal point where patrons get to enjoy local hawker fare at affordable prices. The hawker centre was built in 1974 and houses 84 cooked food stalls cum 127 market stalls.",,"Blk 69, Geylang Bahru, Singapore 330069",1CDA71373AE7DCBF,20190807094420
103.788230657145,1.31099627311591,Ghim Moh Road Blk 20,Opted out of HUP,20,1.31105995,Existing,9/9/2019,,,72,,West,103.7882919,,158,,32588.87,10/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267848628803.jpg,,,I,,,,22982.14,Ghim Moh Road,270020,"Built in 1977, the hawker centre is famous for its wide spread of offerings such as Char Kway Teow, Chicken Rice, Soya Bean Drinks etc. 72 cooked food stalls and 158 market stalls at the hawker centre serve Ghim Moh  residents daily.",,"Blk 20, Ghim Moh Road, Singapore 270020",8A5C1B476CD9B6B8,20190807094420
103.843177616296,1.28223514826381,Smith Street Blk 335 (Chinatown Complex Market),HUP Reconfiguration,335,1.2823,Existing,16/9/2019,,,226,,Central,103.8428802,,477,,29408.57,17/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265168178798.jpg,,,I,Completed,,30/4/2008,29097.23,Smith Street,050335,"Original built in 1983, Blk 335 Smith Street is also commonly known as Chinatown Complex. It is the largest hawker centre in Singapore comprising a total of 703 stalls! After upgrading in 2008, the building has been transformed into an architecture of strong Chinese influence with a modern twist. Situated in the Chinatown area, the centre now comes with better amenities and increased seating capacity. A favourite hang-out place for residents to reminisce good old days while enjoying the wide array of local dishes offered.",,"Blk 335, Smith Street, Singapore 050335",B4A7F7D08CCF131B,20190807094420
103.797625756738,1.30078931480841,Tanglin Halt Market,HUP Standard Upgrading,48A,1.3008500299999999,Existing,23/9/2019,,,28,,West,103.7976837,,89,,31460.22,23/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262156211794.jpg,,,I,Completed,,1/10/2003,24027.71,Tanglin Halt Road,148813,"Built way back in 1964, Tanglin Halt Market is an iconic hawker centre within the Tanglin Halt estate. The hawker centre was given a facelift in 2003, and currently comprises 28 cooked food stalls and 89 market stalls.",,"48A, Tanglin Halt Road, Singapore 148813",740520547A32D344,20190807094420
103.839945947186,1.28823055540002,Jalan Kukoh Blk 1 (Kukoh 21 Food Centre),HUP Standard Upgrading,1,1.28831995,Existing,23/9/2019,,,21,,Central,103.8399963,,0,,30071.510000000002,23/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267874440744.jpg,,,I,Completed,,4/10/2010,28737.57,Jalan Kukoh,161001,"Built in 1969, Blk 1 Jalan Kukoh used to consist of both a market and food section. After upgrading in 2010, the centre was converted to a food centre with 21 cooked food stalls.",,"Blk 1, Jalan Kukoh, Singapore 161001",8943084ADAB90EC8,20190807094420
103.731579747132,1.34531247026793,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),HUP Standard Upgrading,347,1.34536004,Existing,9/9/2019,,,56,,West,103.7315826,,169,,36383.57,9/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1275537901886.jpg,,,I,Completed,,31/12/2002,16677.58,Jurong East Ave 1,600347,"Located near to the PIE exit (Jurong Town Hall Road), the hawker centre at Blk 347 Jurong East Ave 1 is popular with residents living in the area. A wide variety of food and market produce is offered at the hawker centre by the 56 cooked food stalls and 169 market stalls. It was built in 1984 to cater to the dining and marketing needs of residents.",,"Blk 347, Jurong East Ave 1, Singapore 600347",6C864243AF4A3AF7,20190807094420
103.737781231485,1.34344213770991,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),HUP Reconfiguration,254,1.34343302,Existing,2/9/2019,,,60,,West,103.7376862,,87,,36176.73,4/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265167615307.jpg,,,I,Completed,,5/7/2006,17367.73,Jurong East Street 24,600254,"Located near to the PIE exit (Jurong Town Hall Road), the hawker centre at Blk 254 Jurong East Street 24 serves the marketing and dining needs of residents living in Yuhua Village.  There are 60 cooked food stalls and 87 market produce stalls operating within the hawker centre. Originally built in 1983.",,"Blk 254, Jurong East Street 24, Singapore 600254",037A6F1E4390F6B6,20190807094420
103.884130183315,1.30739616009942,Kallang Estate Fresh Market and Food Centre,HUP Standard Upgrading,17,1.30711246,Existing,2/9/2019,,,16,,East,103.8841476,,78,,32190.8,2/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155698415.jpg,,,I,Completed,,31/10/2003,33654.86,Old Airport Road,397972,"Located just minutes away from Blk 51 Old Airport Road, the Kallang Estate Fresh Market and Food Centre provides both dining and marketing services for Kallang residents. Built in 1959, the centre comprises 16 cooked food stalls and 78 market stalls.",,"17, Old Airport Road, Singapore 397972",2F0C2533FED6D574,20190807094420
103.794862936127,1.31090802808558,Holland Village Market and Food Centre,HUP Rebuilding,1,1.31110203,Existing,2/9/2019,,,21,,West,103.7949448,,48,,32579.100000000002,4/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267415509849.jpg,,,I,Completed,,12/12/2005,23720.25,Lorong Mambong,277700,"Situated right in the heart of Holland Village, the hawker centre was built in the pre-war years. One of the hawker centres with the longest history in Singapore! Surrounded by restaurants and bistros, the hawker centre remains a popular choice for patrons with its offering of affordable hawker fare. Comprises 21 cooked food stalls and 48 market stalls.",,"1, Lorong Mambong, Singapore 277700",69A5ED1231A4ADCA,20190807094420
103.890081064953,1.35383739101169,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),HUP Rebuilding,105,1.35408998,Existing,16/9/2019,,,51,,North,103.890213,,120,,37326.05,20/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1259901634108.jpg,,,I,Completed,,11/11/2005,34317.020000000004,Hougang Ave 1,530105,"Also known as Hougang 105 Hainanese Village Centre, the hawker centre underwent a major facelift in 2005. A very popular hawker centre in the Hougang area, especially during the weekends. Serving the needs of both the residents of Lorong Ah Soo as well as the industrial area across at Defu Lane, there are currently 51 cooked food stalls and 120 market stalls within the centre.",,"Blk 105, Hougang Ave 1, Singapore 530105",47665F1427F2B819,20190807094420
103.885977616903,1.35911942212642,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),HUP Standard Upgrading,209,1.359079,Existing,23/9/2019,,,65,,North,103.8859253,,118,,37910.1,24/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267849628846.jpg,,,I,Completed,,24/1/2011,33860.340000000004,Hougang Street 21,530209,"Conveniently situated in the heartlands of Kovan, the hawker centre at Blk 209 Hougang Street 21 is minutes away from Kovan MRT. Built in 1983, the centre houses 65 cooked food stalls and 118 market stalls. Be prepared to queue for your favourite dish at the popular cooked food stalls within the hawker centre!",,"Blk 209, Hougang Street 21, Singapore 530209",5F6AEDB7C9BB58EB,20190807094420
103.826013285715,1.28000481198881,Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre),HUP Standard Upgrading,112,1.2800699500000001,Existing,1/7/2019,,,28,,West,103.8260727,,96,,29161.95,1/7/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267874698833.jpg,,,I,<R&R> 02/09/2019 to 01/10/2019,,28/11/2013,27186.98,Jalan Bukit Merah,160112,"Situated in the mature estate of Jalan Bukit Merah, the hawker centre at Blk 112 Jalan Bukit Merah satisfies both the marketing and dining needs of the residents nearby.",,"Blk 112, Jalan Bukit Merah, Singapore 160112",F6CA40B9CA8509F5,20190807094420
103.808127999318,1.28695275198944,Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),HUP Reconfiguration,6,1.28700995,Existing,23/9/2019,,,96,,Central,103.8081894,,48,,29930.23,24/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267760203.jpg,,,I,Completed,,11/8/2006,25196.5,Jalan Bukit Merah,150006,"Fondly known as ABC Brickworks Market, it is within close proximity to Alexandra Food Village and IKEA. The hawker centre, which was built in 1974, is another alternative for the residents of Queenstown and Bukit Merah.  Patrons can find delicious yet affordable hawker fare at the centre.",,"Blk 6, Jalan Bukit Merah, Singapore 150006",D9BD256FACEB659F,20190807094420
103.844827863123,1.28011223513205,Maxwell Food Centre (Kim Hua Market),Upgraded prior to HUP,1,1.28055096,Existing,23/9/2019,,,103,,Central,103.8444595,,0,,29173.83,23/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155734465.jpg,,,I,Completed,,,29280.89,Kadayanallur Street,069184,"Maxwell Food Centre began its roots in 1935. One of the iconic hawker centres in Singapore, the food centre now consists of 103 cooked food stalls. Popular hawker fare such as Chicken Rice, Tapioca Kueh, Porridge, Desserts and more can be found here.",,"1, Kadayanallur Street, Singapore 069184",FE75522DB62CD3B0,20190807094420
103.800362825517,1.3068922760844,Commonwealth Crescent Market,HUP Rebuilding,31,1.30743206,Existing,5/8/2019,,,39,,West,103.7994614,,63,,32135.05,5/8/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265167388780.jpg,,,I,Completed,,18/8/2004,24332.33,Commonwealth Crescent,149644,The 63 market stalls are located on the lower level while the 39 cooked food stalls are located on the upper level of this two-storey market. Built in 1965 to fulfill the marketing and dining needs of residents living in the mature estate of Commonwealth Drive.,,"31, Commonwealth Crescent, Singapore 149644",35C408FD2DB745BB,20190719092119
103.805636386821,1.31624573118373,Empress Road Blk 7 (Empress Road Market and Food Centre),HUP Standard Upgrading,7,1.31631005,Existing,19/8/2019,,,40,,West,103.805687,,68,,33169.3,19/8/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262152572393.jpg,,,I,Completed,,2/12/2008,24919.24,Empress Road,260007,"Built in 1976, the hawker centre at Blk 7 Empress Road comprises 40 cooked food stalls and 72 market stalls. Provides marketing and dining facilities to residents of Farrer estate.",,"Blk 7, Empress Road, Singapore 260007",2DAAEFC7F3BA3EB4,20190719092119
103.712799765872,1.3452231627967,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),HUP Reconfiguration,221A/B,1.34528005,Existing,9/9/2019,,,72,,West,103.7128525,,94,,36373.79,10/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154766447.jpg,,,I,Completed,,1/8/2004,14587.57,Boon Lay Place,641221,"Located beside Boon Lay Shopping Centre, the hawker centre at Blk 221A/B Boon Lay Place provides marketing and dining amenities for residents living in Boon Lay. Built in 1976, the centre comprises 72 cooked food stalls and 94 market stalls.",,"Blk 221A/B, Boon Lay Place, Singapore 641221/642221",84F8C2B48B594AE4,20190807094420
103.898224315881,1.3167281476983,Geylang Serai Market,HUP Rebuilding,,1.31688809,Existing,9/9/2019,,,63,,East,103.8974075,,302,,33222.72,12/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155542468.jpg,,,I,Completed,,3/7/2009,35223.38,Geylang Serai,402001,"One of the most popular hawker centres in Singapore, especially with the Malay community! The hawker centre was upgraded in 2009 and currently comprises 63 cooked food stalls and 302 market stalls. Its design, which was conceived after close consultations with grassroots and stallholders, is reminiscent of rural Malay architecture. It is the third biggest hawker centre in Singapore based on stall count.",,"1, Geylang Serai, Singapore 402001",A247BF61B5C1FD0A,20190719092119
103.697404254467,1.3412597060095,Jurong West Hawker Centre,New Centre,50,1.3412229999999998,Existing (new),19/8/2019,,,34,,West,103.697374,,14,23/9/2015,35935.62,19/8/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/jurong-west-hawker-centre.jpg,,,,,Jurong West Hawker Centre,2017,12874.19,Jurong West Street 61,648202,"Completed in 2017, Jurong West Hawker Centre provides residents a comfortable and clean dining environment with natural ventilation and family-friendly features such as child-friendly toilet facilities and family-friendly seating, as well as tray-return facilities at accessible locations. To ensure affordable meals for the residents, all the stalls are serving at least two items priced at $2.80 or below.",15/10/2015,"Blk 50, Jurong West St 61, Singapore 648202",A85BCE9D9C382EAE,20190719092119
103.804715225285,1.29748567106686,kml_79,New Replacement Centre,38A,0,Under Construction,#N/A,,,0,,,0,hawker centre/branch office/supermarket/shops/flats,0,11/5/2015,31094.91,#N/A,,,,,#N/A,,2020,24816.7,Margaret Drive,142038,,2/12/2015,,C80F896998177600,20181121162016
103.816992390295,1.28369258928085,Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),Opted out of HUP,163,1.28374004,Existing,20/7/2019,,,57,,West,103.8171082,,0,,29569.73,21/7/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267851995788.jpg,,,I,Completed,,,26183.03,Bukit Merah Central,150163,"Located in the heart of Bukit Merah Central, the food centre consists of 57 cooked food stalls. Extremely well liked by office executives working in the vicinity, the centre bustles with activity during lunch hours. Popular dishes include Ngoh Hiang, Chicken Rice, Teochew Porridge, Fish Soup, Char Kway Teow and Goreng Pisang. Be prepared to be spoilt for choice!",,"Blk 163, Bukit Merah Central, Singapore 150163",16F0047A2C22579B,20190625150818
103.850225081031,1.31615991374589,Cambridge Road Blk 41A (Pek Kio Market and Food Centre),HUP Reconfiguration,41A,1.3162000200000001,Existing,22/7/2019,,,50,,Central,103.8503036,,74,,33159.8,22/7/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265166819326.jpg,,,I,Completed,,7/3/2003,29881.53,Cambridge Road,211041,"More commonly known as Pek Kio Market and Food Centre, the hawker centre was built in 1981 to serve residents staying nearby.  The centre was upgraded in 2003 and currently houses 50 cooked food stalls and 74 market stalls. Many stalls offer delicious yet suprisingly affordable dishes. Get ready for a gastronomic experience!",,"Blk 41A, Cambridge Road, Singapore 211041",FBD170F38B0A77B7,20190625150818
103.988245749103,1.38915172065006,Changi Village Blk 2 and 3,HUP Standard Upgrading,2&3,1.38971996,Existing,15/7/2019,,,87,,East,103.9881821,,50,,41231.42,17/7/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267846802175.jpg,,,I,Completed,,28/12/2012,45241.4,Changi Village Road,500002,"Located at the eastern end of Singapore near to Changi Point Ferry Terminal and Changi Beach, the popular hawker centre draws food lovers from all over the island. Be wowed by the great variety of  hawker fare available e.g. Nasi Lemak, BBQ Seafood, Fried Wan Ton Noodles etc.  Built in 1975, this centre comprises 87 cooked food stalls and 50 market stalls.",,"Blk 2/3, Changi Village Road, Singapore 500002/500003",DC5973E861F020CD,20190625150818
